tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0064276	movie	Easy Rider	Easy Rider	0	1969	\N	95	Adventure,Drama
tt0064297	movie	Erotissimo	Erotissimo	0	1969	\N	100	Comedy
tt0064425	movie	Hibernatus	Hibernatus	0	1969	\N	82	Comedy,Fantasy,Sci-Fi
tt0064665	movie	Midnight Cowboy	Midnight Cowboy	0	1969	\N	113	Drama
tt0065126	movie	True Grit	True Grit	0	1969	\N	128	Adventure,Drama,Western
tt0065207	movie	Where Eagles Dare	Where Eagles Dare	0	1968	\N	158	Action,Adventure,War
tt0065214	movie	The Wild Bunch	The Wild Bunch	0	1969	\N	135	Action,Adventure,Western
tt0065272	tvSeries	All My Children	All My Children	0	1970	2011	60	Drama,Mystery,Romance
tt0065669	movie	The Dunwich Horror	The Dunwich Horror	0	1970	\N	90	Horror
tt0065848	movie	The Band	L'homme orchestre	0	1970	\N	85	Comedy,Musical
tt0066026	movie	MASH	MASH	0	1970	\N	116	Comedy,Drama,War
tt0066423	movie	Perched on a Tree	Sur un arbre perché	0	1971	\N	90	Comedy
tt0066717	tvSeries	The Sonny and Cher Comedy Hour	The Sonny and Cher Comedy Hour	0	1971	1974	60	Comedy,Music
tt0066892	movie	Carnal Knowledge	Carnal Knowledge	0	1971	\N	98	Drama
tt0066921	movie	A Clockwork Orange	A Clockwork Orange	0	1971	\N	136	Crime,Drama,Sci-Fi
tt0066995	movie	Diamonds Are Forever	Diamonds Are Forever	0	1971	\N	120	Action,Adventure,Thriller
tt0067116	movie	The French Connection	The French Connection	0	1971	\N	104	Action,Crime,Drama
tt0067309	movie	Klute	Klute	0	1971	\N	114	Crime,Mystery,Thriller
tt0067824	movie	The Big Boss	Tang shan da xiong	0	1971	\N	100	Action,Crime,Drama
tt0068069	tvSeries	Emmerdale	Emmerdale Farm	0	1972	\N	30	Drama,Romance
tt0068098	tvSeries	M*A*S*H	M*A*S*H	0	1972	1983	25	Comedy,Drama,War
tt0068103	tvSeries	Maude	Maude	0	1972	1978	30	Comedy
tt0068126	tvSeries	The Rookies	The Rookies	0	1972	1976	60	Crime,Drama
tt0068304	tvMiniSeries	The Long Recess	Bolshaya peremena	0	1972	1972	268	Comedy,Romance
tt0068361	movie	The Discreet Charm of the Bourgeoisie	Le charme discret de la bourgeoisie	0	1972	\N	102	Comedy
tt0068646	movie	The Godfather	The Godfather	0	1972	\N	175	Crime,Drama
tt0068767	movie	The Chinese Connection	Jing wu men	0	1972	\N	106	Action,Drama,Romance
tt0068935	movie	The Way of the Dragon	Meng long guo jiang	0	1972	\N	100	Action,Adventure,Crime
tt0069281	movie	Sleuth	Sleuth	0	1972	\N	138	Mystery,Thriller
tt0069704	movie	American Graffiti	American Graffiti	0	1973	\N	110	Comedy,Drama
tt0069747	movie	The Mad Adventures of 'Rabbi' Jacob	Les aventures de Rabbi Jacob	0	1973	\N	100	Comedy
tt0069946	movie	The Day of the Dolphin	The Day of the Dolphin	0	1973	\N	104	Drama,Sci-Fi,Thriller
tt0070034	movie	Enter the Dragon	Enter the Dragon	0	1973	\N	102	Action,Crime,Drama
tt0070047	movie	The Exorcist	The Exorcist	0	1973	\N	122	Horror
tt0070379	movie	Mean Streets	Mean Streets	0	1973	\N	112	Crime,Drama,Thriller
tt0070460	movie	Day for Night	La nuit américaine	0	1973	\N	115	Comedy,Drama,Romance
tt0070917	movie	The Wicker Man	The Wicker Man	0	1973	\N	88	Horror,Mystery,Thriller
tt0070992	tvSeries	Happy Days	Happy Days	0	1974	1984	30	Comedy,Family,Music
tt0071129	movie	Amarcord	Amarcord	0	1973	\N	123	Comedy,Drama
tt0071230	movie	Blazing Saddles	Blazing Saddles	0	1974	\N	93	Comedy,Western
tt0071315	movie	Chinatown	Chinatown	0	1974	\N	130	Drama,Mystery,Thriller
tt0071464	movie	Emmanuelle	Emmanuelle	0	1974	\N	105	Drama
tt0071562	movie	The Godfather: Part II	The Godfather: Part II	0	1974	\N	202	Crime,Drama
tt0071807	movie	The Man with the Golden Gun	The Man with the Golden Gun	0	1974	\N	125	Action,Adventure,Thriller
tt0071853	movie	Monty Python and the Holy Grail	Monty Python and the Holy Grail	0	1975	\N	91	Adventure,Comedy,Fantasy
tt0071877	movie	Murder on the Orient Express	Murder on the Orient Express	0	1974	\N	128	Crime,Drama,Mystery
tt0072096	movie	Romans o vlyublyonnykh	Romans o vlyublyonnykh	0	1974	\N	135	Drama,Musical,Romance
tt0072281	movie	The Three Musketeers	The Three Musketeers	0	1973	\N	106	Action,Adventure
tt0072288	movie	Thunderbolt and Lightfoot	Thunderbolt and Lightfoot	0	1974	\N	115	Comedy,Crime,Drama
tt0072308	movie	The Towering Inferno	The Towering Inferno	0	1974	\N	165	Action,Drama,Thriller
tt0072417	movie	A Woman Under the Influence	A Woman Under the Influence	0	1974	\N	155	Drama,Romance
tt0072431	movie	Young Frankenstein	Young Frankenstein	0	1974	\N	106	Comedy
tt0072562	tvSeries	Saturday Night Live	Saturday Night Live	0	1975	\N	90	Comedy,Music
tt0072684	movie	Barry Lyndon	Barry Lyndon	0	1975	\N	185	Adventure,Drama,History
tt0072933	movie	Emmanuelle II	Emmanuelle: L'antivierge	0	1975	\N	83	Drama,Romance
tt0072962	movie	F for Fake	F for Fake	0	1973	\N	89	Documentary
tt0073012	movie	The Four Musketeers: Milady's Revenge	The Four Musketeers	0	1974	\N	108	Adventure,History
tt0073195	movie	Jaws	Jaws	0	1975	\N	124	Adventure,Drama,Thriller
tt0073486	movie	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	0	1975	\N	133	Drama
tt0073629	movie	The Rocky Horror Picture Show	The Rocky Horror Picture Show	0	1975	\N	100	Comedy,Musical
tt0073812	movie	Tommy	Tommy	0	1975	\N	111	Drama,Musical
tt0073972	tvSeries	Charlie's Angels	Charlie's Angels	0	1976	1981	60	Action,Adventure,Crime
tt0074103	movie	The Wing or The Thigh?	L'aile ou la cuisse	0	1976	\N	104	Comedy,Family
tt0074256	movie	Bugsy Malone	Bugsy Malone	0	1976	\N	93	Comedy,Crime,Family
tt0074475	movie	Embryo	Embryo	0	1976	\N	104	Horror,Sci-Fi
tt0074802	movie	Lipstick	Lipstick	0	1976	\N	89	Crime,Drama,Thriller
tt0074812	movie	Logan's Run	Logan's Run	0	1976	\N	119	Action,Sci-Fi
tt0074851	movie	The Man Who Fell to Earth	The Man Who Fell to Earth	0	1976	\N	139	Drama,Sci-Fi
tt0074896	movie	The Message	The Message	0	1976	\N	177	Adventure,Biography,Drama
tt0074937	movie	Murder by Death	Murder by Death	0	1976	\N	94	Comedy,Crime,Mystery
tt0074958	movie	Network	Network	0	1976	\N	121	Drama
tt0075005	movie	The Omen	The Omen	0	1976	\N	111	Horror
tt0075148	movie	Rocky	Rocky	0	1976	\N	120	Drama,Sport
tt0075314	movie	Taxi Driver	Taxi Driver	0	1976	\N	114	Crime,Drama
tt0075489	tvSeries	Carter Country	Carter Country	0	1977	1979	30	Comedy
tt0075686	movie	Annie Hall	Annie Hall	0	1977	\N	93	Comedy,Romance
tt0075860	movie	Close Encounters of the Third Kind	Close Encounters of the Third Kind	0	1977	\N	138	Drama,Sci-Fi
tt0075925	movie	The Deep	The Deep	0	1977	\N	123	Adventure,Mystery,Thriller
tt0076009	movie	Exorcist II: The Heretic	Exorcist II: The Heretic	0	1977	\N	118	Horror
tt0076085	movie	A Special Day	Una giornata particolare	0	1977	\N	106	Drama
tt0076095	movie	The Goodbye Girl	The Goodbye Girl	0	1977	\N	111	Comedy,Drama,Romance
tt0076210	movie	The Island of Dr. Moreau	The Island of Dr. Moreau	0	1977	\N	99	Adventure,Fantasy,Horror
tt0076299	movie	The Last Wave	The Last Wave	0	1977	\N	106	Drama,Fantasy,Mystery
tt0076551	movie	Po semeynym obstoyatelstvam	Po semeynym obstoyatelstvam	0	1978	\N	137	Comedy,Drama
tt0076574	movie	Providence	Providence	0	1977	\N	110	Drama
tt0076759	movie	Star Wars: Episode IV - A New Hope	Star Wars	0	1977	\N	121	Action,Adventure,Fantasy
tt0076984	tvSeries	Battlestar Galactica	Battlestar Galactica	0	1978	1979	60	Action,Adventure,Sci-Fi
tt0077089	tvSeries	Taxi	Taxi	0	1978	1983	30	Comedy
tt0077215	movie	Battlestar Galactica	Battlestar Galactica	0	1978	\N	148	Action,Adventure,Sci-Fi
tt0077631	movie	Grease	Grease	0	1978	\N	110	Musical,Romance
tt0077651	movie	Halloween	Halloween	0	1978	\N	91	Horror,Thriller
tt0077716	movie	Ice Castles	Ice Castles	0	1978	\N	108	Drama,Romance,Sport
tt0077800	movie	Killer Fish	Killer Fish	0	1979	\N	101	Horror
tt0077975	movie	Animal House	Animal House	0	1978	\N	109	Comedy
tt0078346	movie	Superman	Superman	0	1978	\N	143	Action,Adventure,Drama
tt0078607	tvSeries	The Dukes of Hazzard	The Dukes of Hazzard	0	1979	1985	60	Action,Comedy
tt0078721	movie	10	10	0	1979	\N	122	Comedy,Romance
tt0078723	movie	1941	1941	0	1979	\N	118	Action,Comedy,War
tt0078748	movie	Alien	Alien	0	1979	\N	116	Horror,Sci-Fi
tt0078788	movie	Apocalypse Now	Apocalypse Now	0	1979	\N	147	Drama,War
tt0079285	movie	Saturn 3	Saturn 3	0	1980	\N	96	Adventure,Horror,Sci-Fi
tt0079367	movie	The Jerk	The Jerk	0	1979	\N	94	Comedy
tt0079470	movie	Life of Brian	Life of Brian	0	1979	\N	94	Comedy
tt0079477	movie	A Little Romance	A Little Romance	0	1979	\N	110	Adventure,Comedy,Romance
tt0079522	movie	Manhattan	Manhattan	0	1979	\N	96	Comedy,Drama,Romance
tt0079641	movie	Nosferatu the Vampyre	Nosferatu: Phantom der Nacht	0	1979	\N	107	Horror
tt0080009	movie	Tess	Tess	0	1979	\N	186	Drama,Romance
tt0080025	movie	Time After Time	Time After Time	0	1979	\N	112	Adventure,Drama,Sci-Fi
tt0080037	tvMovie	The Very Same Munchhausen	Tot samyy Myunkhgauzen	0	1979	\N	142	Comedy,Fantasy
tt0080319	movie	9 to 5	Nine to Five	0	1980	\N	109	Comedy
tt0080360	movie	Altered States	Altered States	0	1980	\N	102	Horror,Sci-Fi,Thriller
tt0080388	movie	Atlantic City	Atlantic City, USA	0	1980	\N	104	Crime,Drama,Romance
tt0080421	movie	Battle Beyond the Stars	Battle Beyond the Stars	0	1980	\N	104	Action,Adventure,Sci-Fi
tt0080453	movie	The Blue Lagoon	The Blue Lagoon	0	1980	\N	104	Adventure,Drama,Romance
tt0080455	movie	The Blues Brothers	The Blues Brothers	0	1980	\N	133	Adventure,Comedy,Crime
tt0080487	movie	Caddyshack	Caddyshack	0	1980	\N	98	Comedy,Sport
tt0080610	movie	The Last Metro	Le dernier métro	0	1980	\N	131	Drama,Romance,War
tt0080661	movie	Dressed to Kill	Dressed to Kill	0	1980	\N	105	Mystery,Thriller
tt0080678	movie	The Elephant Man	The Elephant Man	0	1980	\N	124	Biography,Drama
tt0080684	movie	Star Wars: Episode V - The Empire Strikes Back	Star Wars: Episode V - The Empire Strikes Back	0	1980	\N	124	Action,Adventure,Fantasy
tt0080749	movie	The Fog	The Fog	0	1980	\N	89	Horror,Thriller
tt0081398	movie	Raging Bull	Raging Bull	0	1980	\N	129	Biography,Drama,Sport
tt0081455	movie	Scanners	Scanners	0	1981	\N	103	Horror,Sci-Fi,Thriller
tt0081505	movie	The Shining	The Shining	0	1980	\N	146	Drama,Horror
tt0081738	movie	The Watcher in the Woods	The Watcher in the Woods	0	1980	\N	84	Family,Horror,Mystery
tt0081856	tvSeries	Dynasty	Dynasty	0	1981	1989	60	Drama,Romance
tt0081858	tvSeries	Falcon Crest	Falcon Crest	0	1981	1990	60	Drama,Romance
tt0082010	movie	An American Werewolf in London	An American Werewolf in London	0	1981	\N	97	Comedy,Horror
tt0082031	movie	Arthur	Arthur	0	1981	\N	97	Comedy,Romance
tt0082136	movie	The Cannonball Run	The Cannonball Run	0	1981	\N	95	Action,Comedy,Sport
tt0082186	movie	Clash of the Titans	Clash of the Titans	0	1981	\N	118	Action,Adventure,Family
tt0082329	movie	Endless Love	Endless Love	0	1981	\N	116	Drama,Romance
tt0082340	movie	Escape from New York	Escape from New York	0	1981	\N	99	Action,Sci-Fi
tt0082398	movie	For Your Eyes Only	For Your Eyes Only	0	1981	\N	127	Action,Adventure,Thriller
tt0082479	movie	Antropophagus	Antropophagus	0	1980	\N	90	Horror
tt0082511	movie	Hell Night	Hell Night	0	1981	\N	101	Horror,Thriller
tt0082517	movie	History of the World: Part I	History of the World: Part I	0	1981	\N	92	Comedy,History
tt0082640	movie	Lady Chatterley's Lover	Lady Chatterley's Lover	0	1981	\N	104	Drama,Romance
tt0082933	movie	Possession	Possession	0	1981	\N	124	Drama,Horror
tt0082948	movie	Private Lessons	Private Lessons	0	1981	\N	87	Comedy
tt0082971	movie	Raiders of the Lost Ark	Raiders of the Lost Ark	0	1981	\N	115	Action,Adventure
tt0083170	movie	Tarzan the Ape Man	Tarzan the Ape Man	0	1981	\N	115	Adventure,Drama
tt0083399	tvSeries	Cheers	Cheers	0	1982	1993	22	Comedy,Drama
tt0083413	tvSeries	Family Ties	Family Ties	0	1982	1989	30	Comedy,Family
tt0083470	tvSeries	Remington Steele	Remington Steele	0	1982	1987	60	Action,Adventure,Comedy
tt0083486	tvSeries	T.J. Hooker	T.J. Hooker	0	1982	1986	60	Action,Crime,Drama
tt0083511	movie	48 Hrs.	48 Hrs.	0	1982	\N	96	Action,Comedy,Crime
tt0083658	movie	Blade Runner	Blade Runner	0	1982	\N	117	Sci-Fi,Thriller
tt0083707	movie	Café Flesh	Café Flesh	1	1982	\N	74	Adult,Comedy,Drama
tt0083722	movie	Cat People	Cat People	0	1982	\N	118	Fantasy,Horror,Thriller
tt0083767	movie	Creepshow	Creepshow	0	1982	\N	120	Comedy,Fantasy,Horror
tt0083851	movie	The Draughtsman's Contract	The Draughtsman's Contract	0	1982	\N	108	Comedy,Drama,History
tt0083866	movie	E.T. the Extra-Terrestrial	E.T. the Extra-Terrestrial	0	1982	\N	115	Family,Sci-Fi
tt0083869	movie	Eating Raoul	Eating Raoul	0	1982	\N	90	Comedy,Crime
tt0083922	movie	Fanny and Alexander	Fanny och Alexander	0	1982	\N	188	Drama
tt0083929	movie	Fast Times at Ridgemont High	Fast Times at Ridgemont High	0	1982	\N	90	Comedy,Drama
tt0083944	movie	First Blood	First Blood	0	1982	\N	93	Action,Adventure,Drama
tt0083987	movie	Gandhi	Gandhi	0	1982	\N	191	Biography,Drama,History
tt0084434	movie	An Officer and a Gentleman	An Officer and a Gentleman	0	1982	\N	124	Drama,Romance
tt0084602	movie	Rocky III	Rocky III	0	1982	\N	99	Drama,Sport
tt0084652	movie	The Seduction	The Seduction	0	1982	\N	104	Thriller
tt0084726	movie	Star Trek II: The Wrath of Khan	Star Trek: The Wrath of Khan	0	1982	\N	113	Action,Adventure,Sci-Fi
tt0084786	movie	They Call Me Bruce?	They Call Me Bruce?	0	1982	\N	87	Action,Comedy
tt0084805	movie	Tootsie	Tootsie	0	1982	\N	116	Comedy,Drama,Romance
tt0084827	movie	TRON	TRON	0	1982	\N	96	Action,Adventure,Sci-Fi
tt0084855	movie	The Verdict	The Verdict	0	1982	\N	129	Drama
tt0085010	tvSeries	The Dukes	The Dukes	0	1983	\N	30	Action,Animation,Comedy
tt0085088	tvSeries	Scarecrow and Mrs. King	Scarecrow and Mrs. King	0	1983	1987	60	Adventure
tt0085549	movie	Flashdance	Flashdance	0	1983	\N	95	Drama,Music,Romance
tt0085672	movie	Hercules	Hercules	0	1983	\N	98	Adventure,Fantasy
tt0085701	movie	The Hunger	The Hunger	0	1983	\N	97	Horror
tt0085862	movie	Lone Wolf McQuade	Lone Wolf McQuade	0	1983	\N	107	Action,Crime,Drama
tt0085959	movie	The Meaning of Life	The Meaning of Life	0	1983	\N	107	Comedy,Musical
tt0085995	movie	National Lampoon's Vacation	National Lampoon's Vacation	0	1983	\N	98	Adventure,Comedy
tt0086006	movie	Never Say Never Again	Never Say Never Again	0	1983	\N	134	Action,Adventure,Thriller
tt0086066	movie	The Outsiders	The Outsiders	0	1983	\N	91	Crime,Drama
tt0086190	movie	Star Wars: Episode VI - Return of the Jedi	Star Wars: Episode VI - Return of the Jedi	0	1983	\N	131	Action,Adventure,Fantasy
tt0086200	movie	Risky Business	Risky Business	0	1983	\N	99	Comedy,Crime,Drama
tt0086250	movie	Scarface	Scarface	0	1983	\N	170	Crime,Drama
tt0086355	movie	Star 80	Star 80	0	1983	\N	103	Biography,Drama
tt0086465	movie	Trading Places	Trading Places	0	1983	\N	116	Comedy
tt0086491	movie	Twilight Zone: The Movie	Twilight Zone: The Movie	0	1983	\N	101	Horror,Sci-Fi
tt0086541	movie	Videodrome	Videodrome	0	1983	\N	87	Horror,Sci-Fi,Thriller
tt0086551	movie	Confidentially Yours	Vivement dimanche!	0	1983	\N	110	Comedy,Crime,Mystery
tt0086681	tvSeries	Charles in Charge	Charles in Charge	0	1984	1990	30	Comedy,Family
tt0086759	tvSeries	Miami Vice	Miami Vice	0	1984	1990	48	Action,Crime,Drama
tt0086793	tvSeries	Santa Barbara	Santa Barbara	0	1984	1993	45	Drama,Romance
tt0086827	tvSeries	Who's the Boss?	Who's the Boss?	0	1984	1992	30	Comedy,Family,Romance
tt0086879	movie	Amadeus	Amadeus	0	1984	\N	160	Biography,Drama,History
tt0086927	movie	Bachelor Party	Bachelor Party	0	1984	\N	105	Comedy
tt0086979	movie	Blood Simple.	Blood Simple.	0	1984	\N	99	Crime,Drama,Thriller
tt0087010	tvMovie	The Burning Bed	The Burning Bed	0	1984	\N	95	Crime,Drama
tt0087182	movie	Dune	Dune	0	1984	\N	137	Action,Adventure,Sci-Fi
tt0087277	movie	Footloose	Footloose	0	1984	\N	107	Drama,Music,Romance
tt0087332	movie	Ghostbusters	Ghost Busters	0	1984	\N	105	Action,Comedy,Fantasy
tt0087363	movie	Gremlins	Gremlins	0	1984	\N	106	Comedy,Fantasy,Horror
tt0087507	movie	Johnny Dangerously	Johnny Dangerously	0	1984	\N	90	Comedy,Crime
tt0087538	movie	The Karate Kid	The Karate Kid	0	1984	\N	126	Action,Drama,Family
tt0087799	movie	Night of the Comet	Night of the Comet	0	1984	\N	95	Comedy,Horror,Sci-Fi
tt0087800	movie	A Nightmare on Elm Street	A Nightmare on Elm Street	0	1984	\N	91	Horror
tt0087803	movie	1984	Nineteen Eighty-Four	0	1984	\N	113	Drama,Sci-Fi
tt0087843	movie	Once Upon a Time in America	Once Upon a Time in America	0	1984	\N	229	Crime,Drama
tt0087864	movie	Over the Brooklyn Bridge	Over the Brooklyn Bridge	0	1984	\N	108	Comedy
tt0087884	movie	Paris, Texas	Paris, Texas	0	1984	\N	145	Drama
tt0087892	movie	A Passage to India	A Passage to India	0	1984	\N	164	Adventure,Drama,History
tt0087903	movie	The Perils of Gwendoline in the Land of the Yik Yak	Gwendoline	0	1984	\N	105	Adventure,Fantasy
tt0087928	movie	Police Academy	Police Academy	0	1984	\N	96	Comedy
tt0087985	movie	Red Dawn	Red Dawn	0	1984	\N	114	Action,Drama
tt0088000	movie	Revenge of the Nerds	Revenge of the Nerds	0	1984	\N	90	Comedy
tt0088044	movie	Savage Streets	Savage Streets	0	1984	\N	93	Action,Crime,Drama
tt0088128	movie	Sixteen Candles	Sixteen Candles	0	1984	\N	93	Comedy,Romance
tt0088161	movie	Splash	Splash	0	1984	\N	111	Comedy,Fantasy,Romance
tt0088170	movie	Star Trek III: The Search for Spock	Star Trek III: The Search for Spock	0	1984	\N	105	Action,Adventure,Sci-Fi
tt0088172	movie	Starman	Starman	0	1984	\N	115	Romance,Sci-Fi
tt0088184	movie	Stranger Than Paradise	Stranger Than Paradise	0	1984	\N	89	Comedy,Drama
tt0088247	movie	The Terminator	The Terminator	0	1984	\N	107	Action,Sci-Fi
tt0088323	movie	The NeverEnding Story	Die unendliche Geschichte	0	1984	\N	102	Adventure,Drama,Family
tt0088395	movie	Where the Boys Are	Where the Boys Are	0	1984	\N	94	Comedy
tt0088491	tvSeries	The Bugs Bunny/Looney Tunes Comedy Hour	The Bugs Bunny/Looney Tunes Comedy Hour	0	1985	1986	45	Animation,Comedy,Family
tt0088571	tvSeries	Moonlighting	Moonlighting	0	1985	1989	60	Comedy,Drama,Mystery
tt0088680	movie	After Hours	After Hours	0	1985	\N	97	Comedy,Crime,Drama
tt0088763	movie	Back to the Future	Back to the Future	0	1985	\N	116	Adventure,Comedy,Sci-Fi
tt0088846	movie	Brazil	Brazil	0	1985	\N	132	Drama,Sci-Fi
tt0088847	movie	The Breakfast Club	The Breakfast Club	0	1985	\N	97	Comedy,Drama
tt0088930	movie	Clue	Clue	0	1985	\N	94	Comedy,Crime,Mystery
tt0088944	movie	Commando	Commando	0	1985	\N	90	Action,Adventure,Thriller
tt0089017	movie	Desperately Seeking Susan	Desperately Seeking Susan	0	1985	\N	104	Comedy,Drama
tt0089155	movie	Fletch	Fletch	0	1985	\N	98	Comedy,Crime,Mystery
tt0089175	movie	Fright Night	Fright Night	0	1985	\N	106	Horror,Thriller
tt0089218	movie	The Goonies	The Goonies	0	1985	\N	114	Adventure,Comedy,Family
tt0089374	movie	Police Story	Ging chaat goo si	0	1985	\N	101	Action,Comedy,Crime
tt0089469	movie	Legend	Legend	0	1985	\N	94	Adventure,Fantasy,Romance
tt0089560	movie	Mask	Mask	0	1985	\N	120	Biography,Drama
tt0089598	movie	Miranda	Miranda	0	1985	\N	96	Comedy,Romance
tt0089822	movie	Police Academy 2: Their First Assignment	Police Academy 2: Their First Assignment	0	1985	\N	87	Comedy
tt0089881	movie	Ran	Ran	0	1985	\N	162	Action,Drama
tt0089927	movie	Rocky IV	Rocky IV	0	1985	\N	91	Drama,Sport
tt0090060	movie	St. Elmo's Fire	St. Elmo's Fire	0	1985	\N	110	Drama,Romance
tt0090095	movie	Subway	Subway	0	1985	\N	104	Thriller
tt0090305	movie	Weird Science	Weird Science	0	1985	\N	94	Comedy,Romance,Sci-Fi
tt0090329	movie	Witness	Witness	0	1985	\N	112	Crime,Drama,Romance
tt0090605	movie	Aliens	Aliens	0	1986	\N	137	Action,Adventure,Sci-Fi
tt0090685	movie	Back to School	Back to School	0	1986	\N	96	Comedy,Romance,Sport
tt0090728	movie	Big Trouble in Little China	Big Trouble in Little China	0	1986	\N	99	Action,Adventure,Comedy
tt0090756	movie	Blue Velvet	Blue Velvet	0	1986	\N	120	Drama,Mystery,Thriller
tt0090863	movie	The Color of Money	The Color of Money	0	1986	\N	119	Drama,Sport
tt0090920	video	Debbie Duz Dishes	Debbie Duz Dishes	1	1986	\N	88	Adult,Comedy
tt0091042	movie	Ferris Bueller's Day Off	Ferris Bueller's Day Off	0	1986	\N	103	Comedy
tt0091064	movie	The Fly	The Fly	0	1986	\N	96	Drama,Horror,Sci-Fi
tt0091167	movie	Hannah and Her Sisters	Hannah and Her Sisters	0	1986	\N	107	Comedy,Drama
tt0091203	movie	Highlander	Highlander	0	1986	\N	116	Action,Adventure,Fantasy
tt0091209	movie	The Hitcher	The Hitcher	0	1986	\N	97	Thriller
tt0091225	movie	Howard the Duck	Howard the Duck	0	1986	\N	110	Action,Adventure,Comedy
tt0091369	movie	Labyrinth	Labyrinth	0	1986	\N	101	Adventure,Family,Fantasy
tt0091445	movie	Lucas	Lucas	0	1986	\N	100	Comedy,Drama,Romance
tt0091499	movie	Maximum Overdrive	Maximum Overdrive	0	1986	\N	98	Action,Comedy,Horror
tt0091557	movie	The Mosquito Coast	The Mosquito Coast	0	1986	\N	117	Adventure,Drama,Thriller
tt0091605	movie	The Name of the Rose	Der Name der Rose	0	1986	\N	130	Crime,Drama,Mystery
tt0091763	movie	Platoon	Platoon	0	1986	\N	120	Drama,War
tt0091777	movie	Police Academy 3: Back in Training	Police Academy 3: Back in Training	0	1986	\N	83	Comedy
tt0091790	movie	Pretty in Pink	Pretty in Pink	0	1986	\N	96	Comedy,Drama,Romance
tt0091860	movie	River's Edge	River's Edge	0	1986	\N	99	Crime,Drama
tt0091939	movie	She's Gotta Have It	She's Gotta Have It	0	1986	\N	84	Comedy,Romance
tt0091949	movie	Short Circuit	Short Circuit	0	1986	\N	98	Comedy,Family,Sci-Fi
tt0092005	movie	Stand by Me	Stand by Me	0	1986	\N	89	Adventure,Drama
tt0092007	movie	Star Trek IV: The Voyage Home	Star Trek IV: The Voyage Home	0	1986	\N	119	Adventure,Comedy,Sci-Fi
tt0092099	movie	Top Gun	Top Gun	0	1986	\N	110	Action,Drama,Romance
tt0092115	movie	Troll	Troll	0	1986	\N	82	Comedy,Fantasy,Horror
tt0092319	tvSeries	Beauty and the Beast	Beauty and the Beast	0	1987	1990	60	Crime,Drama,Fantasy
tt0092400	tvSeries	Married with Children	Married with Children	0	1986	1997	22	Comedy
tt0092455	tvSeries	Star Trek: The Next Generation	Star Trek: The Next Generation	0	1987	1994	44	Action,Adventure,Mystery
tt0092513	movie	Adventures in Babysitting	Adventures in Babysitting	0	1987	\N	102	Action,Adventure,Comedy
tt0092569	movie	Anna	Anna	0	1987	\N	100	Drama
tt0092675	movie	Bloodsport	Bloodsport	0	1988	\N	92	Action,Biography,Drama
tt0092718	movie	Can't Buy Me Love	Can't Buy Me Love	0	1987	\N	94	Comedy,Drama,Romance
tt0092890	movie	Dirty Dancing	Dirty Dancing	0	1987	\N	100	Drama,Music,Romance
tt0092929	movie	Drowning by Numbers	Drowning by Numbers	0	1988	\N	118	Comedy,Drama
tt0093010	movie	Fatal Attraction	Fatal Attraction	0	1987	\N	119	Drama,Thriller
tt0093058	movie	Full Metal Jacket	Full Metal Jacket	0	1987	\N	116	Drama,War
tt0093191	movie	Wings of Desire	Der Himmel über Berlin	0	1987	\N	128	Drama,Fantasy,Romance
tt0093409	movie	Lethal Weapon	Lethal Weapon	0	1987	\N	110	Action,Crime,Thriller
tt0093437	movie	The Lost Boys	The Lost Boys	0	1987	\N	97	Comedy,Horror
tt0093565	movie	Moonstruck	Moonstruck	0	1987	\N	102	Comedy,Drama,Romance
tt0093629	movie	A Nightmare on Elm Street 3: Dream Warriors	A Nightmare on Elm Street 3: Dream Warriors	0	1987	\N	96	Action,Fantasy,Horror
tt0093693	movie	Overboard	Overboard	0	1987	\N	106	Comedy,Romance
tt0093748	movie	Planes, Trains & Automobiles	Planes, Trains & Automobiles	0	1987	\N	93	Comedy
tt0093773	movie	Predator	Predator	0	1987	\N	107	Action,Sci-Fi,Thriller
tt0093779	movie	The Princess Bride	The Princess Bride	0	1987	\N	98	Adventure,Family,Fantasy
tt0093870	movie	RoboCop	RoboCop	0	1987	\N	102	Action,Crime,Sci-Fi
tt0094012	movie	Spaceballs	Spaceballs	0	1987	\N	96	Adventure,Comedy,Sci-Fi
tt0094074	movie	Superman IV: The Quest for Peace	Superman IV: The Quest for Peace	0	1987	\N	90	Action,Adventure,Family
tt0094142	movie	Throw Momma from the Train	Throw Momma from the Train	0	1987	\N	88	Comedy,Crime,Thriller
tt0094226	movie	The Untouchables	The Untouchables	0	1987	\N	119	Crime,Drama,Thriller
tt0094291	movie	Wall Street	Wall Street	0	1987	\N	126	Crime,Drama
tt0094331	movie	Wish You Were Here	Wish You Were Here	0	1987	\N	88	Comedy,Drama
tt0094514	tvSeries	Murphy Brown	Murphy Brown	0	1988	1998	30	Comedy
tt0094540	tvSeries	Roseanne	Roseanne	0	1988	1997	22	Comedy,Drama
tt0094602	movie	Above the Law	Above the Law	0	1988	\N	99	Action,Crime,Drama
tt0094721	movie	Beetlejuice	Beetlejuice	0	1988	\N	92	Comedy,Fantasy
tt0094737	movie	Big	Big	0	1988	\N	104	Comedy,Drama,Family
